Gene,Expression levels in AD samples (TPM),,,,,,,,,,,Expression levels in non-AD samples (TPM),,,,,,,,,,,,log2FoldChange,"Average abundance
log2(CPM)",Likelyhood ratio,P value,padj,Chromosome No,Location,
LRRC14B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.075856,0.056592,0.036477,0.13426,0.0,0.073641,0.106148,0.0,0.0,0.0482974,0.0490771644639564,-4.85388315110403,-4.05826846385661,12.4222796355172,0.000424242062270849,0.0281645999347431,chr5,191626,195468
LRRC2,1.998047,0.473149,0.962144,0.992303,0.146581,1.225357,1.69741,0.173119,0.95851375,0.677243984597395,,3.330723,3.68373,5.110725,10.094758,2.300242,1.623345,2.2891,1.978858,2.185025,3.352962,3.5949468,2.50665148571063,-1.51992842406426,2.81413949330496,17.846130671843,2.39505779481333e-05,0.0071778944918345,chr3,46556913,46621589
LRRC73,3.916702,0.605533,1.422294,1.758265,2.049875,2.351911,3.221574,0.268678,1.949354,1.23091095405755,,2.682029,8.994662,7.340205,10.792852,6.387774,2.109902,4.568927,5.641711,3.90081,2.514456,5.4933328,2.90961209646428,-1.15376420275344,2.28951137904518,11.4641226688743,0.000709527195882808,0.0370190592844305,chr6,43474707,43478424
LY86-AS1,3.984938,0.900646,0.526592,1.354496,0.348161,5.308726,2.85609,0.200843,1.9350615,1.90294975472772,,8.657484,7.131592,13.838629,30.097423,13.302417,4.409614,8.659664,3.330344,7.760746,14.657105,11.1845018,7.67234009820643,-2.08857668165235,2.8627694707371,17.7108726375595,2.57152574145687e-05,0.0073177352368322,chr6,6346698,6623004
MACROD2,5.966493,1.891682,2.889799,1.976023,6.277213,2.02546,11.952785,0.302463,4.16023975,3.76902395146135,,7.141413,11.702629,14.851033,23.07053,9.719674,3.655668,9.235684,9.200365,6.287555,11.215478,10.6080029,5.35990698978386,-1.0742292725126,3.82187107699039,12.2515486018633,0.000464872194560626,0.0292502750064152,chr20,13976015,16033842
MAGEE1,18.104279,4.270554,7.193316,6.195746,12.844049,7.516315,19.773414,0.463282,9.545119375,6.76045538835611,,19.123219,43.042738,41.522968,50.108204,17.002198,9.407981,20.13284,20.358773,14.924959,16.22582,25.18497,14.1184040794946,-1.06568068120159,4.25306855943206,10.6961806540108,0.0010735693848324,0.0469098462142545,chrX,75648046,75651744
MAGEE1,18.104279,4.270554,7.193316,6.195746,12.844049,7.516315,19.773414,0.463282,9.545119375,6.76045538835611,,19.123219,43.042738,41.522968,50.108204,17.002198,9.407981,20.13284,20.358773,14.924959,16.22582,25.18497,14.1184040794946,-1.06568068120159,4.25306855943206,10.6961806540108,0.0010735693848324,0.0469098462142545,JH720453.1,447073,450771
MAL2,24.49884,4.019155,5.472463,7.138156,4.903595,12.51765,19.04074,2.43322,10.002977375,7.98193124205951,,26.466858,52.007021,54.663142,104.760732,36.885145,24.265049,26.812761,21.7591,21.76128,40.570714,40.9951802,25.4367890257718,-1.64217053183593,5.4604557412123,25.874397740932,3.64369963387162e-07,0.00076421876506117,chr8,120177273,120257913
MAN1A1,12.034882,3.000416,5.761626,6.029579,3.351474,2.369739,5.066235,0.937134,4.818885625,3.40194832377444,,6.789076,24.941717,18.625682,30.13007,9.011368,11.306322,9.077437,6.488492,8.492146,9.668653,13.4530963,8.24754106980457,-1.15985993141606,4.7489950156062,24.3449207669281,8.05388233439362e-07,0.00126689806309549,chr6,119498374,119670926
MAN2A1,32.791894,34.486981,123.433901,37.034646,19.904365,6.649548,25.946058,5.841831,35.761153,37.3955645378641,,15.38243,30.269075,31.979833,19.980771,4.175591,17.643557,13.926071,12.119798,20.131262,6.531778,17.2140166,9.00025161312111,1.34751087199739,6.20554006825604,17.2239064898835,3.32229227260923e-05,0.00806091557985545,chr5,109025067,109205326
MAP2,132.734599,35.412067,45.742862,76.565329,103.643646,56.260063,179.803649,9.15077,79.914123125,56.1341499334746,,172.690949,274.509794,399.375288,302.936515,151.789571,138.423816,125.029121,162.614731,131.822903,213.047578,207.2240266,90.7221511810836,-1.07413261117135,9.44670333352111,10.8577884722472,0.000983811117572513,0.0443660555376667,chr2,210288782,210598842
MAP2K1,79.776382,9.492964,25.085503,24.714755,19.416123,18.384525,28.14295,3.878391,26.111449125,23.1827244978629,,67.486867,117.146451,144.891404,162.054835,47.378811,25.070537,46.765338,49.586156,41.281654,38.781052,74.0443105,48.8019463850123,-1.18846550537839,6.61367069202908,17.160336460266,3.43534904778353e-05,0.00820845490409002,chr15,66679155,66784650
MAP7D2,19.413002,5.222214,7.250258,5.108321,13.914815,11.922362,25.38008,0.631944,11.1053745,8.25032652259644,,28.095657,39.158417,73.228546,66.807012,27.903857,20.526079,34.276119,36.601677,20.432969,31.174828,37.8205161,18.0993749297714,-1.31091296278349,5.74398380556928,15.6873098463817,7.47238386217259e-05,0.0114940052519376,chrX,20024831,20135035
MASP1,12.919395,6.133873,9.936923,44.595351,9.037381,1.334157,6.322343,0.720822,11.375030625,14.0450204521792,,3.4387,3.881279,9.716635,3.354369,1.903179,2.559507,2.745759,9.49431,4.159752,5.44073,4.669422,2.77444917900757,1.40339602837498,3.88693957711577,11.6550309664537,0.000640291385362917,0.0347349113855523,chr3,186935942,187009810
MATN1-AS1,1.736768,2.732947,5.057667,1.470956,1.924455,0.457337,0.872489,0.919974,1.896574125,1.46255136803039,,0.744079,2.016597,0.877739,0.490114,0.467494,1.046439,0.776378,1.11264,0.777543,0.321873,0.8630896,0.476586130924283,1.49159591152024,1.30400177317542,16.9889217609183,3.75985580140078e-05,0.00847921222458258,chr1,31191351,31199674
MBOAT1,1.269213,0.416084,4.90948,1.474925,0.513093,0.059228,0.40626,0.439693,1.185997,1.57819352393171,,0.487134,0.988313,0.755747,0.926679,0.199391,0.488606,0.38331,0.290316,0.363987,0.079822,0.4963305,0.303511043657485,1.56473969028814,0.65094700339457,11.8129206656025,0.000588210873508515,0.0334852062604115,chr6,20100935,20212670
MCHR1,2.717501,0.574099,0.94975,0.333446,1.52488,1.821116,3.872172,0.159175,1.494017375,1.28350438186507,,4.578426,9.346435,8.369299,14.670417,7.209814,2.754061,6.541743,5.179129,4.259051,5.00703,6.7915405,3.41122041284505,-1.83126841406925,2.8750193950158,21.8269627303554,2.98377555581057e-06,0.00224281016855633,chr22,41074754,41078818
MCM8,2.236487,1.475952,1.363782,3.483904,0.867108,0.733812,1.484933,0.451639,1.512202125,0.969765423270337,,0.82845,1.832552,1.805456,1.303127,0.380104,0.914424,0.646257,0.587929,0.834942,0.420297,0.9553538,0.526320074012805,1.04080419545261,1.42557712495933,13.7614971917313,0.000207546619816906,0.0191882310032534,chr20,5931298,5975852
MDFI,3.123523,6.478332,2.909162,2.775269,3.040793,1.141384,3.421082,2.778296,3.208480125,1.48841600928364,,0.811812,1.107558,1.509647,1.45434,1.370956,2.74569,1.723871,2.651086,2.692769,1.555261,1.762299,0.692102151456946,1.49915486285775,1.36650474302785,11.6627158874181,0.000637651838973186,0.0347170682556091,chr6,41604620,41621984
MDH1,280.143693,49.127919,134.880352,123.08657,99.287864,92.378488,149.766365,13.964756,117.829500875,79.4477074106395,,224.939735,681.073189,590.27891,800.669569,208.843594,162.924082,201.908316,197.685772,154.229515,208.229128,343.078181,245.873903884716,-1.15173695629684,7.696814408366,16.2989875450573,5.40928455603832e-05,0.0102107458374631,chr2,63815743,63834331
MEDAG,1.551138,0.588459,0.257874,1.090484,4.789973,0.844616,0.150797,3.226185,1.56244075,1.62860262553917,,0.915482,0.513599,1.206654,0.635132,0.235005,0.293742,0.157419,0.173558,0.664535,0.889306,0.5684432,0.358841934155726,2.45821522411857,1.23236315038573,16.196808638845,5.70902135252898e-05,0.0103289511237177,chr13,31480328,31499709
MEIS1,2.499757,5.195609,11.017377,2.848847,7.653508,1.418385,2.801864,0.702066,4.267176625,3.5051519550317,,1.725614,2.656297,3.475058,2.825018,1.331619,3.522433,2.206557,2.847818,1.974184,0.760234,2.3324832,0.901892837112013,1.2339602600201,3.1043489984115,15.540267788861,8.07663553860512e-05,0.0118797868549524,chr2,66660584,66801001
MET,3.902734,1.987231,2.147719,0.593094,0.661138,1.250302,1.98127,0.746449,1.658742125,1.10946892628004,,2.057108,9.216788,4.627854,25.425229,6.246539,7.798767,4.845115,2.48713,2.193918,7.615222,7.251367,6.85988983164225,-1.6163784483317,4.17466599582058,16.6742728674375,4.43787879892721e-05,0.00919750001192825,chr7,116312444,116438440
MFAP4,12.644934,9.904689,9.552055,21.256124,14.610259,1.601879,9.173072,11.065105,11.226014625,5.54825622989136,,4.045802,7.106261,13.596519,4.244514,7.148691,15.865017,5.159886,6.731066,4.040247,1.055319,6.8993322,4.54498934900605,1.31836195441513,3.5866323116061,11.2101830639196,0.000813496942694956,0.0397852818974829,chr17,19286755,19290553
MFAP5,0.891689,0.425185,0.560869,2.393327,0.353717,0.107783,0.304978,1.07068,0.7635285,0.730046348098139,,0.269719,0.141426,0.233838,0.508387,0.078718,0.390089,0.155594,0.515299,0.198826,0.214647,0.2706543,0.151680702622354,1.88958698432331,-0.0252476870876514,16.3000857663958,5.40615045562454e-05,0.0102107458374631,chr12,8789942,8815484
MFSD4,22.659249,6.775917,11.869532,14.610198,13.176474,14.342591,24.192753,1.467529,13.636780375,7.49072171533409,,23.451739,42.0646,53.366088,92.847682,35.912039,9.733378,25.602868,26.702987,17.73058,34.269723,36.1681684,23.4483804723447,-1.14450337237251,5.91293306307522,13.4572999025193,0.000244054735368276,0.0210078328699944,chr1,205538013,205572046
MGP,32.513395,20.165216,19.461134,40.367547,31.503836,8.189561,4.551565,57.138208,26.73630775,17.3140830819566,,16.889469,11.826805,22.469801,10.076225,7.002705,26.570332,18.760032,5.473269,8.613821,6.907112,13.4589571,7.29487253059775,1.99844471804631,4.62265850350951,17.9228335410934,2.30044554112934e-05,0.00711868472943244,chr12,15034115,15038860
MICAL2,35.711008,7.651765,9.48296,17.480664,16.582546,33.570718,44.567525,1.706439,20.844203125,15.3279831422686,,51.782084,84.860013,66.090673,116.395955,46.908602,64.240072,56.515013,47.056138,36.570667,53.362309,62.3781526,23.1147921048898,-1.17294288753871,6.63081472638354,13.4467828744125,0.000245426677879305,0.0210078328699944,chr11,12115543,12285334
MID1IP1,28.695176,64.802688,61.749081,45.562073,36.003662,15.392366,32.483213,19.819218,38.063434625,18.1352131497502,,19.579048,30.340026,21.076316,15.536632,18.040821,43.406067,23.356566,27.110241,35.050564,12.350587,24.5846868,9.52492246032568,1.10536907363298,5.784967796124,14.2640661462174,0.000158869027995007,0.0165683134186542,chrX,38660685,38665790
MIR137HG,1.971521,0.491833,1.268881,0.563765,0.857726,0.834048,1.625797,0.109525,0.965387,0.619613913287714,,2.069956,2.727619,5.216467,5.275931,2.090996,1.97892,2.208781,1.977391,1.627404,1.494084,2.6667549,1.39895557282872,-1.09227065404936,1.47503821579338,12.5580899470401,0.000394494758025948,0.0272105282000626,chr1,98453556,98515419
MIR142,0.576299,0.253988,0.327397,0.508754,0.768524,0.119471,0.418857,0.087845,0.382641875,0.232806425578013,,0.132447,0.304978,0.2815,0.114931,0.022121,0.084319,0.109701,0.202249,0.15893,0.05665,0.1467826,0.0922314863267661,1.73983947909889,-1.71142621541604,17.8372002264836,2.4063245138951e-05,0.0071778944918345,chr17,56408245,56409869
MIR3150B,0.038449,0.0,0.029951,0.0,0.048292,0.0,0.038845,0.0,0.019442125,0.0213557268828862,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.38117374987773,-4.46176070386111,13.319944755362,0.000262597914070651,0.0220434115822813,chr8,96079036,96085410
MLLT11,64.587494,22.756571,22.457481,22.843557,42.532589,44.171562,75.578094,5.479493,37.550855125,23.716359157999,,84.657211,121.036995,111.531952,202.205215,96.46521,112.905823,68.239014,67.087364,94.960777,100.892433,105.9981994,38.2888311471705,-1.15120641796755,7.5398797764479,15.3843495951929,8.77117607224628e-05,0.0124169653861145,chr1,151030234,151040970
MLTK,11.942312,5.429063,6.252076,17.487388,6.253459,2.20523,5.18203,2.862712,7.20178375,5.08615157089671,,5.662933,6.482991,5.93108,4.448166,2.084135,4.890343,3.718934,2.367129,5.603374,2.21608,4.3405165,1.65538489099298,1.17817024864094,4.51113756592636,15.9707441917762,6.432895790198e-05,0.0109068399911115,chr2,173940163,174132738
MMP3,0.581322,0.118532,0.095344,0.0,0.0,0.0,0.16395,0.007084,0.120779,0.196870092001227,,0.133776,1.87279,0.200896,0.253292,0.146482,75.008698,0.0,0.614386,0.221036,0.106714,7.855807,23.6014516168662,-5.80872675586941,1.33644061695614,16.6854901020113,4.4117144587342e-05,0.00919750001192825,chr11,102706532,102714534
MMP3,0.581322,0.118532,0.095344,0.0,0.0,0.0,0.16395,0.007084,0.120779,0.196870092001227,,0.133776,1.87279,0.200896,0.253292,0.146482,75.008698,0.0,0.614386,0.221036,0.106714,7.855807,23.6014516168662,-5.80872675586941,1.33644061695614,16.6854901020113,4.4117144587342e-05,0.00919750001192825,JH159139.1,4036,12038
MOAP1,77.630898,17.674959,28.688792,31.150564,35.555466,25.808798,63.65398,5.347632,35.688886125,23.7652319145292,,78.442824,168.694402,178.929875,216.012744,83.389217,66.969452,91.33267,76.515303,59.771759,64.030776,108.4089022,56.8341676808223,-1.26216898373254,6.72414504276904,26.2859995509459,2.94415250121891e-07,0.00069468504996469,chr14,93648541,93651273
MOB3B,6.898983,7.873107,22.080999,10.123108,6.120098,2.053809,4.199543,1.317951,7.58344975,6.55315430029733,,2.931549,7.158419,6.302949,4.480873,2.374368,5.630972,4.135928,4.697388,3.949008,2.422994,4.4084448,1.60834155877888,1.07338089732407,4.5512222922395,15.6639478926372,7.56525697332244e-05,0.0115475185213552,chr9,27325207,27529779
MPPED1,44.947802,7.168074,11.591405,2.260234,5.782663,14.524073,21.908926,1.771887,13.744383,14.2799535543417,,26.787621,81.725299,57.70993,51.779967,25.136881,14.897191,54.055245,36.42038,20.081372,21.578732,39.0172618,21.4886037199331,-1.21108570225662,5.64899364407108,12.4591077266306,0.000415958599797961,0.0278102946256892,chr22,43807202,43903728
MRAP,0.385547,0.112786,0.18836,0.230357,0.0,0.124248,0.0,2.11498,0.39453475,0.706422336475193,,0,0.0,0.010312,0.064132,0.056593,0.150184,0.136215,0.021547,0.0,0.0,0.0438983,0.057470228310066,4.12837236169402,-1.76407857601205,15.2796712701139,9.27088853699053e-05,0.0127118921782382,chr21,33664124,33687095
MRAP2,15.597733,3.254179,2.302642,2.402652,9.400157,3.685718,11.062205,0.480623,6.023238625,5.33545380286291,,15.637763,17.152039,27.863464,27.827789,10.188726,22.421688,12.827481,17.862764,8.424399,9.310208,16.9516321,7.1781113268351,-1.19282533950445,3.90030530244105,12.4913161313991,0.000408848052979275,0.0276850231225191,chr6,84743475,84800600
MSC,2.16376,0.313611,0.33771,1.097878,0.432344,1.130885,0.790728,0.85073,0.88970575,0.607312262782911,,1.421278,3.271726,4.251872,8.860183,3.610658,3.228534,4.016516,2.273549,1.817879,2.124319,3.4876514,2.11469676521225,-1.32403673878218,1.5239907760914,10.5667103412699,0.00115142450050787,0.0486234288137662,chr8,72753784,72756703
MSLNL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0.182799,0.0,0.350471,0.047918,0.0,0.102271,0.0,0.0,0.0,0.0683459,0.116566274872519,-5.80120517039119,-3.45726137018056,11.7452456195746,0.000609988581057452,0.0339322626293737,chr16,819428,833370
MT-ND6,4602.73291,9380.574219,5367.19043,5080.472656,7191.790527,9746.390625,6197.682129,9677.024414,7155.48223875,2169.95379698314,,4213.789062,2172.487061,3170.819092,2894.063232,4878.825195,4171.030762,4012.775391,5075.111816,3690.428223,6038.026855,4031.7356689,1130.0480280204,1.5582203293617,11.3016382744901,12.4945640605647,0.000408137859191306,0.0276850231225191,chrM,14149,14673
MT-TA,2077.262695,1522.412598,2562.395752,1086.202637,1460.349243,1943.160889,1269.601318,3779.054443,1962.554946875,875.632617592905,,819.301453,610.4151,701.205322,644.948486,394.10788,426.672089,725.882385,1698.071533,307.630096,296.50177,662.4736114,407.303858262986,2.53394360202954,6.37072135711386,33.2088105730472,8.27746327547727e-09,9.23097153120859e-05,chrM,5587,5655
MT-TC,4416.297363,5048.359863,5586.503906,2421.856934,4903.264648,8170.125977,6576.491699,10815.441406,5992.2927245,2558.47159727818,,1542.175415,1124.739502,1191.26062,1402.519287,1312.62085,970.317993,1887.339844,5574.936523,926.917786,1709.469849,1764.2297669,1374.0597852619,2.65860507978313,7.90946280371992,30.0711410080086,4.16483232289899e-08,0.000217332480628371,chrM,5761,5826
MT-TE,1452.495117,3025.86499,1473.24939,1257.263062,1788.858887,2157.977295,1578.580078,2939.731445,1959.252533,686.422342397872,,1020.460205,765.521301,762.107727,991.041382,1008.276062,775.347656,963.8726810000001,1444.821045,903.466858,1612.306641,1024.7221558,286.726002585123,1.73052365489865,6.4932710281879,18.46010693516,1.73498243228699e-05,0.00617218670797985,chrM,14674,14742
MT-TN,3463.986816,2586.241699,4529.891602,1797.729614,2202.572998,3435.740479,2291.97168,6962.722656,3408.857193,1684.6119941867,,961.175049,908.474121,1068.04895,1086.907471,681.364624,462.316864,1020.547791,3270.94165,375.211029,498.723999,1033.3711548,830.046874592747,2.71632756505349,7.25138638982341,31.8938007727662,1.62836014522005e-08,0.000131732009519523,chrM,5657,5729
MT-TT,617.509705,391.372742,519.151733,461.588989,304.904388,280.213348,227.877167,853.734375,457.044055875,206.410207396748,,400.585907,856.344421,301.797607,347.832153,297.687561,147.969025,469.450684,289.973114,189.251999,116.242172,341.7134643,211.47433551631,1.38127964349353,4.43020425677595,11.1676362761383,0.000832366075634864,0.0403562144667181,chrM,15888,15953
MT-TV,5945.129395,6931.842773,5346.848633,5886.037598,4844.115723,5497.820801,3687.505371,11111.87793,6156.397278,2209.79749543261,,6574.782715,6081.864258,3503.760986,3382.35791,3779.51416,4206.644531,4724.490723,5802.334961,4544.641113,3468.218506,4606.8609863,1171.54393611096,1.31622406760897,8.3030978511582,11.0142272200214,0.000904152128495334,0.0423095791348302,chrM,1602,1670
MT-TW,304.07373,360.324341,323.608765,230.881165,433.688843,390.739807,278.910156,465.941254,348.521007625,79.5018451702582,,281.732971,236.679703,136.227554,137.085831,163.074066,194.530136,325.610138,244.358841,164.694794,110.443047,199.4437081,70.2801260371651,1.58873255682378,3.93957468279033,18.7676658947154,1.47649266743924e-05,0.00564947995029842,chrM,5512,5579
MT-TY,4562.087891,6013.951172,4146.452148,2151.059082,5753.449219,9176.069336,7745.73584,8645.480469,6024.285644625,2405.57143813068,,1843.105469,852.730896,1055.418579,1262.931519,1213.889038,1105.820801,1966.718872,4976.106934,1117.858765,2028.263672,1742.2844545,1209.54501398648,2.57990615413569,7.84841226653081,30.2662746140308,3.76617812050468e-08,0.000217332480628371,chrM,5826,5891
MT1E,246.124621,127.574436,162.985261,359.920509,328.894511,79.098711,121.70544,37.012326,182.914476875,117.05201464724,,119.399889,224.753496,147.983002,71.258577,42.778133,127.368278,66.944827,156.811909,34.895083,92.439249,108.4632443,58.6812298560929,1.05003929673301,5.93128524400128,13.5824315320641,0.000228312300262627,0.0203136419489972,chr16,56659387,56661024
MTND4P12,405.328125,151.05751,495.222626,21.192465,56.951511,66.670189,19.175493,61.258018,159.606992125,185.479042961181,,17.301674,11.900422,32.794064,6.78619,30.905729,12.583988,43.329559,38.682102,23.966024,16.776508,23.502626,12.3910126511781,2.94974160556135,6.3293467099818,35.130146425022,3.08389498630177e-09,4.36594722948207e-05,chr5,134262350,134263726
MTUS1,71.837446,64.635977,169.363718,93.082283,47.090114,32.898606,44.358364,32.334227,69.450091875,45.3765991736707,,40.60497,53.382145,57.259321,33.782637,16.525054,76.819181,43.068752,38.011248,52.408415,19.518823,43.1380546,17.9847423529476,1.07447169949686,7.04789287438713,16.2789289614195,5.4668502037988397e-05,0.0102172363099315,chr8,17501304,17658426
MUSK,0.204421,0.543405,0.539689,0.548559,0.406249,0.0,0.473362,0.066775,0.3478075,0.225219388180883,,0,0.398859,0.082669,0.0,0.056085,0.032993,0.049996,0.094347,0.04035,0.0,0.0755299,0.118386444278848,2.34062515930831,-1.39584161419196,10.9075507950019,0.000957730681621394,0.0437229763629424,chr9,113431051,113563859
MYO16,2.896219,0.588827,1.162381,0.561062,1.620084,1.292283,2.989281,0.312151,1.427786,1.02956618169527,,3.161383,5.05355,7.022279,4.52079,3.256676,1.237175,4.575434,2.893086,2.786771,3.263072,3.7770216,1.58038490070694,-1.04012681583929,3.47264485231205,11.2130697008687,0.000812232514319236,0.0397852818974829,chr13,109248500,109860355
MYO5A,24.987687,11.16654,15.590606,7.516575,11.306236,10.278413,19.425959,2.259592,12.816451,7.07612755112601,,24.675395,42.430192,52.586597,68.345694,22.850754,19.792992,26.413195,19.726396,19.737118,27.885944,32.4444277,16.6238057408784,-1.01711793114229,7.34297879715436,17.0490347515944,3.6426886356133e-05,0.00845417273549777,chr15,52599480,52821247
MYT1L,20.246473,2.986738,6.955122,4.275375,12.133146,11.221775,15.877883,0.564339,9.282606375,6.77944045749361,,32.693143,38.580943,51.457718,57.525504,17.934012,14.086045,20.792332,18.979632,19.249835,36.70159,30.8000754,15.1221709009562,-1.4860871113698,6.09573345591381,19.4191815772622,1.04947686732314e-05,0.00512334702755534,chr2,1792885,2335032
NAP1L2,56.864941,8.253021,17.295969,13.930844,20.484327,21.190254,31.088598,1.928266,21.3795275,16.806176213247,,52.052567,133.315689,128.192215,157.193863,41.23914,35.907227,44.637146,37.225491,35.259365,52.333767,71.735647,47.7445986494996,-1.38328368888645,6.10771999410662,19.8770547504936,8.25856178908124e-06,0.00445403900527506,chrX,72432135,72434684
NAPB,133.974231,36.361195,46.479349,39.49029,75.291138,73.780212,154.591736,6.13688,70.763128875,50.6813884913902,,192.710119,283.276154,359.25345,501.201694,185.402897,114.734636,186.07146,155.514304,137.827666,157.756198,227.3748578,120.593223787565,-1.32883094570691,8.43062739753515,16.2913394171523,5.4311614849979e-05,0.0102172363099315,chr20,23355159,23402125
NCALD,62.25492,13.365417,15.646274,12.12615,21.886732,28.511101,38.469661,3.107896,24.421018875,18.7332984260067,,84.429631,110.922542,166.231601,145.168735,82.42045,44.756585,116.887859,75.977778,72.4744,61.126748,96.0396329,38.1861865925001,-1.6315259371997,6.93227960602861,28.6652991035447,8.60316103333613e-08,0.000324792270771194,chr8,102698771,103137135
NCEH1,13.626383,2.541258,3.99836,5.186268,8.69438,7.027864,12.600352,0.5093,6.773020625,4.66049461277715,,14.866453,21.000668,29.17566,54.937077,16.295412,16.386446,16.170694,11.168294,9.208286,20.356218,20.9565208,13.1615169210708,-1.29507367574422,5.2241623030196,15.8780839278854,6.75565115499142e-05,0.0110487300256216,chr3,172348039,172429008
NDE1,8.481454,9.215701,22.851144,13.394149,7.691247,2.54894,5.018828,3.472432,9.084236875,6.55911724936468,,3.903121,6.799711,6.270077,3.736932,2.01996,11.705631,5.990922,6.778193,5.159403,1.321864,5.3685814,2.94082628438665,1.14347647085898,3.61206649861377,13.3145247451782,0.000263358069694116,0.0220434115822813,chr16,15737124,15820210
NDFIP2,33.708096,10.181237,20.151791,11.301817,9.022606,12.324941,19.072361,1.305562,14.633551375,9.70539982234722,,27.654816,63.317258,67.782642,86.527656,26.279909,27.387234,26.629834,20.734357,23.055286,31.896733,40.1265725,23.292037797674,-1.12224198769839,6.21430028024773,17.5480734638836,2.80134468028662e-05,0.00762679557211303,chr13,80055287,80130210
NDNF,2.576058,1.383537,1.100177,2.184269,1.364059,0.500038,1.143441,0.698417,1.3687495,0.702018210866356,,1.001952,0.779619,1.575423,1.97027,0.601573,0.255152,0.903053,0.755247,0.710339,0.611402,0.916403,0.502104436124155,1.04563627310784,1.10777055479689,10.576098799533,0.00114559156535333,0.0485525255197158,chr4,121956768,121994176
NDRG1,138.899512,125.621095,318.539278,114.075229,129.278428,89.300805,72.293431,81.418003,133.678222625,78.5020499346786,,67.569949,128.388051,136.727954,69.753488,46.020076,125.150708,118.703678,98.944606,120.516409,53.227169,96.5002088,34.1643915492551,1.02562424353892,7.98141322609118,12.8159870968886,0.000343670043877244,0.0250639339535198,chr8,134249414,134314265
NDUFAF4,16.056045,5.634825,10.226811,11.451291,10.653162,6.161728,15.533017,1.809556,9.690804375,4.92776260047603,,19.366816,48.00599,27.901783000000002,43.649371,21.06994,18.80477,19.275788,15.677977,17.531846,26.639818,25.7924099,11.2689537918582,-1.16747456425454,4.68422856394819,26.0840284784126,3.26876759503665e-07,0.000740428160557322,chr6,97337189,97345757
NEAT1,47.305682,18.657254,57.520678,62.16686,14.130214,9.859003,16.566977,8.450982,29.33220625,22.4212516527362,,18.910563,46.427458,17.499815,10.315405,3.914939,10.006312,15.345259,7.324641,20.514589,3.089769,15.334875,12.5129303926158,1.29883003876021,8.01728701670582,14.353521985901,0.000151496033925303,0.0161998313980041,chr11,65190245,65213011
NEDD4L,12.558052,5.883653,5.091097,8.057295,8.350928,9.406154,14.124082,1.229661,8.08761525,4.12484875279137,,14.579649,23.762204,36.04852,45.276914,17.280052,19.554728,16.291193,15.272084,11.814772,18.319603,21.8199719,10.6479799707597,-1.12991805479674,6.0212317927079,20.6450995636331,5.52784899698983e-06,0.00336598452527459,chr18,55711599,56068772
NEFH,22.282301,3.684759,3.5289,2.796606,19.180813,10.678841,36.832184,0.280545,12.408118625,12.7463775286856,,34.990986,77.239395,34.515404,49.548401,31.250536,56.30954,54.238312,25.715672,25.326982,30.64085,41.9776078,16.8200380047222,-1.49977782487078,6.00453687883522,11.1097480084392,0.000858751586103927,0.0411055992448923,chr22,29876219,29887379
NEFL,101.0606,11.943693,19.935053,16.633465,63.255901,64.839058,116.706207,3.557363,49.7414175,43.2182373691488,,149.821625,295.652771,258.159851,345.317017,184.142776,87.551102,196.04097,110.352547,130.593811,159.131622,191.6764092,83.6062818824468,-1.62100684714087,8.25951941841763,15.8988604282628,6.68189373471275e-05,0.0110317481137915,chr8,24808468,24814624
NEFM,93.068258,10.234826,18.779273,22.705756,40.120317,63.364964,120.846393,2.042164,46.395243875,42.5059578351658,,120.777854,373.676106,185.967148,248.539616,147.138069,61.11796,210.963819,93.702989,149.421856,147.158317,173.8463734,88.8223497878359,-1.61010180945203,8.07073729564837,14.1843381061599,0.000165744367928052,0.016911599660176,chr8,24770525,24776607
NEK2,0.52399,0.129202,0.23738,0.205938,0.076646,0.117499,0.292626,0.12085,0.213016375,0.144877246412203,,0.396091,2.402566,0.931935,2.428346,1.8684,0.404695,0.518345,0.363733,1.678297,1.578281,1.2570689,0.833712446005142,-1.86747869903661,-0.515851116329967,20.2858124965698,6.66932995195224e-06,0.00373938104801092,chr1,211836114,211848960
NELL1,7.759293,0.768009,3.658212,0.646061,2.422503,3.01474,6.42627,0.500358,3.14943075,2.71896895999472,,6.958764,25.9299,17.707871,42.522114,14.331708,4.706603,8.012695,8.255648,5.84254,10.805995,14.5073838,11.7787704991543,-1.86568062603085,3.97187075019655,21.7949380371824,3.03399537495296e-06,0.00224281016855633,chr11,20691117,21597227
NELL2,82.906425,10.106767,21.335525,44.515828,24.76464,32.272723,71.477185,1.217576,36.074583625,28.702333046764,,83.496892,237.571685,193.832351,264.534665,87.791755,54.154451,91.581949,74.926021,67.607027,93.721971,124.9218767,76.668572257676,-1.51759729234315,7.35477592950369,16.9925974183896,3.75258399673963e-05,0.00847921222458258,chr12,44902058,45315631
NETO1,11.857107,4.121399,5.81999,4.489838,7.433447,11.015084,12.747733,0.651137,7.266966875,4.28709475977678,,15.693832,28.042409,32.830533,45.854354,17.97737,16.55235,11.69764,11.619328,13.394893,20.033063,21.3695772,11.0368418648397,-1.05106997603671,4.22608311867045,11.5883025107949,0.00066367965653475,0.0352896856994426,chr18,70409549,70535381
